sku;pn_final;PART NO.;engine;model_type;fg_code;fg_description;fg_code_description;exp_categorias;exp_imagenes;designation_final;DESIGNATION;sust_hierarchie;hierarchie_final;sust_new_part_number;new_pn_final;sust_superseded_list;subst_pnlist_final;measurement_final;weight_final;synthetic_source;data_quality;synthetic_parent_id;synthetic_parent_pn;synthetic_parent_engine;synthetic_child_id;synthetic_child_pn;synthetic_child_engine;dedupe_trace;decision;reason;qa_validated;occurrences;engines;source_ids;source_pages;qa_summary_json;import_decision;import_reason
000000002963;000000002963;000000002963;20V4000M93;20VM93;125;AIR ROUTING BETWEEN TURBOCHARGER AND CHARGE-AIR COOLER;125 AIR ROUTING BETWEEN TURBOCHARGER AND CHARGE-AIR COOLER;20VM93-125;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0184-02-850.webp;HEX SCREW;HEX SCREW;New;New;;;;;M 12 X 55;0.054 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;20V4000M93;RB-20V4000M93-001350;185;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000002970/85;000000002970/85;000000002970/85;12V4000M53;12VM53;200;COOLANT SYSTEM;200 COOLANT SYSTEM;12VM53-200;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0228-01-550.webp;HEX SCREW;HEX SCREW;New;New;000000002970/85;000000002970/85;000000002970;000000002970;M 12 X 70;0.065 KGM;orphan_superseded_new;unknown_new_from_superseded;;;;RB-12V4000M53-001750;000000002970;12V4000M53;;import;synthetic_new_from_orphan_superseded;true;1;12V4000M53;RB-12V4000M53-001750;228;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;synthetic_new_from_orphan_superseded
000000002973;000000002973;000000002973;12V4000M53;12VM53;206;COOLANT PIPEWORK WITH THERMOSTAT;206 COOLANT PIPEWORK WITH THERMOSTAT;12VM53-206;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0261-01-500.webp;HEX SCREW;HEX SCREW;New;New;;;;;M 16 X180;0.303 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-002163;261;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000002986;000000002986;000000002986;20V4000M93;20VM93;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;20VM93-202;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0282-01-540.webp;HEX SCREW;HEX SCREW;New;New;;;;;M 10 X 85;0.052 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;20V4000M93;RB-20V4000M93-002473;285;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003001;000000003001;000000003001;12V4000M70;12VM70;125;;125;12VM70-125;;HEX SCREW;HEX SCREW;New;New;;;;;M 8 X 20;0.012 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M70;RB-12V4000M70-001030;165;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003002;000000003002;000000003002;12V4000M40A;12VM40A;;;;;;HEX SCREW;HEX SCREW;New;New;000000003002;000000003002;Z=2.201 042, 000933008243;Z=2.201 042, 000933008243;M 8 X 25;0.013 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001904;287;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003020;000000003020;000000003020;12V4000M40A;12VM40A;81;FUEL PIPEWORK BEFORE DELIVERY PUMP;81 FUEL PIPEWORK BEFORE DELIVERY PUMP;12VM40A-81;;HEX SCREW;HEX SCREW;New;New;;;;;M 10 X 20;0.02 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000587;105;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003021;000000003021;000000003021;12V4000M53;12VM53;11;CRANKCASE;11 CRANKCASE;12VM53-11;;HEX SCREW;HEX SCREW;New;New;;;;;M 10 X 25;0.023 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000013;22;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003183;000000003183;000000003183;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0362-01-320.webp;HEX NUT;HEX NUT;New;New;;;;;M 4;0.001 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-003105;362;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003184;000000003184;000000003184;16V4000M73L;16VM73L;200;COOLANT SYSTEM;200 COOLANT SYSTEM;16VM73L-200;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0254-01-14.webp;HEX NUT;HEX NUT;New;New;;;;;M 12;0.014 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73L;RB-16V4000M73L-001880;255;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003187;000000003187;000000003187;12V4000M40A;12VM40A;;;;;;NUT HEX A3C;NUT HEX A3C;New;New;;;;;M 10;0.009 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-002002;304;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003306;000000003306;000000003306;12V4000M40A;12VM40A;;;;;;SPRING PIN;SPRING PIN;New;New;000000003306;000000003306;001481003508;001481003508;3,5X 8 - N;0.001 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000396;76;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003317;000000003317;000000003317;12V4000M53;12VM53;145;EXHAUST SYSTEM AFTER TURBOCHARGER;145 EXHAUST SYSTEM AFTER TURBOCHARGER;12VM53-145;;HEX NUT;HEX NUT;New;New;;;;;M 10;0.01 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001299;176;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003322;000000003322;000000003322;12V4000M53;12VM53;200;COOLANT SYSTEM;200 COOLANT SYSTEM;12VM53-200;;HEX SCREW;HEX SCREW;New;New;;;;;M 10 X 90;0.062 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001908;239;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003326/85;000000003326/85;000000003326/85;12V4000M40A;12VM40A;81;FUEL PIPEWORK BEFORE DELIVERY PUMP;81 FUEL PIPEWORK BEFORE DELIVERY PUMP;12VM40A-81;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg;HEX SCREW;HEX SCREW;New;New;000000003326/85;000000003326/85;000000003326;000000003326;M 10 X 35;0.027 KGM;orphan_superseded_new;unknown_new_from_superseded;;;;RB-12V4000M40A-000553;000000003326;12V4000M40A;;import;synthetic_new_from_orphan_superseded;true;1;12V4000M40A;RB-12V4000M40A-000553;104;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;synthetic_new_from_orphan_superseded
000000003328;000000003328;000000003328;12V4000M40A;12VM40A;245;CONNECTING HARDWARE,ENGINE/GENERATOR;245 CONNECTING HARDWARE,ENGINE/GENERATOR;12VM40A-245;;HEX SCREW;HEX SCREW;New;New;;;;;M 12 X 70;0.066 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001993;303;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003331;000000003331;000000003331;12V4000M70;12VM70;125;;125;12VM70-125;;WASHER;WASHER;New;New;;;;;8,4;0.008 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M70;RB-12V4000M70-001031;165;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003347;000000003347;000000003347;12V4000M40A;12VM40A;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;12VM40A-202;;HEX SCREW;HEX SCREW;New;New;;;;;M 10 X 55;0.038 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001706;257;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003377;000000003377;000000003377;12V4000M70;12VM70;185;;185;12VM70-185;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0227-01-300.webp;HEX SCREW;HEX SCREW;New;New;;;;;M 12 X100;0.101 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M70;RB-12V4000M70-001527;227;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003378;000000003378;000000003378;12V4000M53;12VM53;180;LUBRICATING OIL SYSTEM;180 LUBRICATING OIL SYSTEM;12VM53-180;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0184-01-650.webp;HEX SCREW;HEX SCREW;New;New;;;;;M 12 X130;0.122 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001340;184;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003381;000000003381;000000003381;12V4000M53;12VM53;24;GEARCASE, AUX PTO END;24 GEARCASE, AUX PTO END;12VM53-24;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0052-01-40.webp;HEX SCREW;HEX SCREW;New;New;;;;;M 12 X 35;0.04 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000329;52;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003387;000000003387;000000003387;12V4000M53;12VM53;35;CRANKSHAFT, PTO ON AUX PTO END;35 CRANKSHAFT, PTO ON AUX PTO END;12VM53-35;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0063-01-425.webp;HEX SCREW;HEX SCREW;New;New;;;;;M 6 X 16;0.005 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000387;63;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003437;000000003437;000000003437;12V4000M40A;12VM40A;;;;;;HEX SCREW;HEX SCREW;New;New;;;;;M 12 X 50;0.051 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001998;304;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003496;000000003496;000000003496;16V4000M73;16VM73;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0139-01-100.webp;HEX SCREW;HEX SCREW;New;New;;;;;M 8 X 90;0.038 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-000871;140;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003510;000000003510;000000003510;12V4000M53;12VM53;143;CARRIER HOUSING;143 CARRIER HOUSING;12VM53-143;;HEX SCREW;HEX SCREW;New;New;;;;;M 10 X 90;0.061 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001266;171;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003558;000000003558;000000003558;12V4000M40A;12VM40A;124;AIR SUPPLY TO CYLINDERS;124 AIR SUPPLY TO CYLINDERS;12VM40A-124;;BOLT HEX SOC ZNPH R5F;BOLT HEX SOC ZNPH R5F;New;New;;;;;M 5 X 30;0.005 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000846;143;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003610;000000003610;000000003610;20V4000M93;20VM93;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;20VM93-202;;HEX SCREW;HEX SCREW;New;New;;;;;M 10 X 90;0.05 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;20V4000M93;RB-20V4000M93-002672;289;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003617;000000003617;000000003617;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0354-01-165.webp;SLOT PAN-HEAD SCREW;SLOT PAN-HEAD SCREW;New;New;;;;;4 X 16;0.001 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-003057;354;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003643;000000003643;000000003643;12V4000M40A;12VM40A;;;;;;SLOT PAN-HEAD SCREW;SLOT PAN-HEAD SCREW;New;New;;;;;3 X 12;0.001 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-002691;400;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003652;000000003652;000000003652;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0354-01-115.webp;TORX SCREW;TORX SCREW;New;New;;;;;M3 GF X 8;0.001 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-003052;354;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003693;000000003693;000000003693;16V4000M73;16VM73;;;;;;HEX SCREW;HEX SCREW;New;New;;;;;M 10 X 50;0.035 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-001089;162;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003697;000000003697;000000003697;16V4000M73L;16VM73L;251;STEEL-SPRING COUPLING;251 STEEL-SPRING COUPLING;16VM73L-251;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1121-01-300.webp;HEX SCREW;HEX SCREW;New;New;;;;;M 12 X 25;0.034 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73L;RB-16V4000M73L-007926;1121;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003705;000000003705;000000003705;16V4000M73L;16VM73L;251;STEEL-SPRING COUPLING;251 STEEL-SPRING COUPLING;16VM73L-251;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1121-01-310.webp;HEX SCREW;HEX SCREW;New;New;;;;;M 8 X 40;0.017 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73L;RB-16V4000M73L-007927;1121;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003708;000000003708;000000003708;16V4000M73;16VM73;82;FUEL PIPEWORK FROM DELIVERY PUMP TO FILTER;82 FUEL PIPEWORK FROM DELIVERY PUMP TO FILTER;16VM73-82;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0115-01-3240.webp;HEX SCREW;HEX SCREW;New;New;;;;;M 10 X 25;0.021 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-000635;115;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003710;000000003710;000000003710;12V4000M53;12VM53;500;MONITORING AND CONTROL SYSTEM, GENERAL ELECTRICAL EQUIPMENT;500 MONITORING AND CONTROL SYSTEM, GENERAL ELECTRICAL EQUIPMENT;12VM53-500;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0300-01-250.webp;HEX SCREW;HEX SCREW;New;New;;;;;M 10 X 35;0.027 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-002392;303;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003711;000000003711;000000003711;16V4000M73;16VM73;83;FUEL FILTER;83 FUEL FILTER;16VM73-83;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0123-01-300.webp;HEX SCREW;HEX SCREW;New;New;;;;;M 10 X 40;0.03 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-000734;124;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003712;000000003712;000000003712;16V4000M73;16VM73;208;COOLANT EXPANSION TANK;208 COOLANT EXPANSION TANK;16VM73-208;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0298-01-1950.webp;HEX SCREW;HEX SCREW;New;New;000000003712;000000003712;;;M 10 X 45;0.02 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-002509;299;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003719;000000003719;000000003719;12V4000M53;12VM53;200;COOLANT SYSTEM;200 COOLANT SYSTEM;12VM53-200;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0228-01-350.webp;HEX SCREW;HEX SCREW;New;New;;;;;M 12 X140;0.114 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001748;228;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003917;000000003917;000000003917;12V4000M70;12VM70;200;;200;12VM70-200;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0250-02-2600.webp;HEX SCREW;HEX SCREW;New;New;;;;;M 12 X 65;0.063 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M70;RB-12V4000M70-001795;253;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003921;000000003921;000000003921;12V4000M53;12VM53;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;12VM53-202;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0246-01-200.webp;HEX SCREW;HEX SCREW;New;New;;;;;M 12 X150;0.139 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-002042;247;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003924;000000003924;000000003924;12V4000M53;12VM53;200;COOLANT SYSTEM;200 COOLANT SYSTEM;12VM53-200;;HEX SCREW;HEX SCREW;New;New;;;;;M 12 X 25;0.033 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001882;238;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003925;000000003925;000000003925;12V4000M53;12VM53;24;GEARCASE, AUX PTO END;24 GEARCASE, AUX PTO END;12VM53-24;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0046-01-20.webp;HEX SCREW;HEX SCREW;New;New;;;;;M 12 X 30;0.037 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000276;46;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000003926;000000003926;000000003926;12V4000M53;12VM53;200;COOLANT SYSTEM;200 COOLANT SYSTEM;12VM53-200;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0233-01-370.webp;HEX SCREW;HEX SCREW;New;New;;;;;M 12 X 55;0.055 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001785;234;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
