Id;fecha_version;POS;designation;engine;model_type;type;pn;nsn;GESA_NORM;GESA_NORMALIZADO;fg_code;fg_description;fg_code_description;weight;weight_txt;measurement;TIPOARTICULO;PAG;BOM_no;esquema_general;exp_motor;exp_categorias;atributo;SUST_TIPO;new_pn_relacionado;old_pn_relacionados;old_number_01;old_ruta_01;old_number_02;old_ruta_02;old_number_03;old_ruta_03;old_number_04;old_ruta_04;old_number_05;old_ruta_05;old_number_06;old_ruta_06;old_number_07;old_ruta_07;old_number_08;old_ruta_08;old_number_09;old_ruta_09;old_number_10;old_ruta_10;old_number_11;old_ruta_11;old_number_12;old_ruta_12;old_number_13;old_ruta_13;old_number_14;old_ruta_14;old_number_15;old_ruta_15;old_number_16;old_ruta_16;old_number_17;old_ruta_17;old_number_18;old_ruta_18;EN_EXCEL_SUSTITUCION;ruta_foto;exp_imagenes
RB-12V4000M40A-000611;20260606.0305;2700;FUEL COLLECT LINE RIGHT;12V4000M40A, 12V4000M70;12VM40A, 12VM70;;5260700538;;;NO;081-05;FUEL PIPEWORK BEFORE DELIVERY PUMP;81 FUEL PIPEWORK BEFORE DELIVERY PUMP;1.15 KGM;1.15 KGM;;piezas;12V4000M40A-0105, 12V4000M70-0115, 12V4000M70-0454;X00030241;12V4000M40A-0102-01.webp, 12V4000M40A-0102-02.webp, 12V4000M40A-0103-01.webp, 12V4000M40A-0103-02.webp, 12V4000M40A-0104-01.webp, 12V4000M70-0111-01.webp, 12V4000M70-0111-02.webp, 12V4000M70-0112-01.webp, 12V4000M70-0112-02.webp, 12V4000M70-0113-01.webp, 12V4000M70-0450-01.webp, 12V4000M70-0450-02.webp, 12V4000M70-0451-01.webp, 12V4000M70-0451-02.webp, 12V4000M70-0452-01.webp;12V4000M40A, 12V4000M70;12VM40A-81, 12VM70-81;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0102-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0102-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0103-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0103-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0104-01-2700.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0104-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0111-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0111-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0112-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0112-02.webp
RB-12V4000M40A-000650;20260606.0305;65;TUBE ASM FUEL RETURN;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A, 12VM70, 16VM61, 16VM90;;5260701532;;;NO;086-05;LEAK-OFF FUEL LINE / FUEL RETURN;86 LEAK-OFF FUEL LINE / FUEL RETURN;0.13 KGM;0.13 KGM;;piezas;12V4000M40A-0115, 12V4000M70-0126, 12V4000M70-0465, 16V4000M61-0112, 16V4000M61-0616, 16V4000M90-0116;080.00270;12V4000M40A-0115-01.webp, 12V4000M70-0126-01.webp, 12V4000M70-0465-01.webp, 16V4000M61-0112-01.webp, 16V4000M61-0616-01.webp, 16V4000M90-0116-01.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A-86, 12VM70-86, 16VM61-86, 16VM90-86;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0115-01-65.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0115-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0126-01-65.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0126-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0465-01-65.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0465-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0112-01-65.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0112-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0616-01-65.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0616-01.webp
RB-12V4000M40A-000651;20260606.0305;70;TUBE ASM FUEL RETURN;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A, 12VM70, 16VM61, 16VM90;;5260701632;4710124088173;;NO;086-05;LEAK-OFF FUEL LINE / FUEL RETURN;86 LEAK-OFF FUEL LINE / FUEL RETURN;0.087 KGM;0.087 KGM;;piezas;12V4000M40A-0115, 12V4000M70-0126, 12V4000M70-0465, 16V4000M61-0112, 16V4000M61-0616, 16V4000M90-0116;080.00270;12V4000M40A-0115-01.webp, 12V4000M70-0126-01.webp, 12V4000M70-0465-01.webp, 16V4000M61-0112-01.webp, 16V4000M61-0616-01.webp, 16V4000M90-0116-01.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A-86, 12VM70-86, 16VM61-86, 16VM90-86;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0115-01-70.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0115-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0126-01-70.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0126-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0465-01-70.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0465-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0112-01-70.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0112-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0616-01-70.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0616-01.webp
RB-12V4000M40A-000446;20260606.0305;40;RAIL FUEL HIGH PRESSURE COMMON;12V4000M40A, 12V4000M70;12VM40A, 12VM70;;5260780690;;;NO;077-05;INJECTION LINE / HP FUEL LINE;77 INJECTION LINE / HP FUEL LINE;18 KGM;18 KGM;;piezas;12V4000M40A-0092, 12V4000M70-0106, 12V4000M70-0445;070.00058;12V4000M40A-0091-01.webp, 12V4000M40A-0091-02.webp, 12V4000M70-0105-01.webp, 12V4000M70-0105-02.webp, 12V4000M70-0444-01.webp, 12V4000M70-0444-02.webp;12V4000M40A, 12V4000M70;12VM40A-77, 12VM70-77;;New;5260780690;E5260780690, 5260780290, 5260780590, E5260780490, 5260780490;E5260780690;https://milu-naval.com/producto/E5260780690;5260780290;https://milu-naval.com/producto/5260780290;5260780590;https://milu-naval.com/producto/5260780590;E5260780490;https://milu-naval.com/producto/E5260780490;5260780490;https://milu-naval.com/producto/5260780490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0091-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0091-02-40.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0091-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0105-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0105-02-40.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0105-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0444-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0444-02-40.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0444-02.webp
RB-12V4000M70-000969;20260606.0305;300;CYLINDER;12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;12VM70, 16VM61, 16VM73, 16VM73L, 16VM90, 20VM93, 20VM93L;;5260900009;2815124006704;;NO;;;;0.63 KGM;0.63 KGM;;piezas;12V4000M70-0155, 12V4000M70-0494, 16V4000M61-0143, 16V4000M61-0647, 16V4000M73-0162, 16V4000M73-0516, 16V4000M73-0870, 16V4000M73-1225, 16V4000M73L-0149, 16V4000M73L-0635, 16V4000M73L-0980, 16V4000M73L-1321, 16V4000M90-0147, 20V4000M93-0170, 20V4000M93-0566, 20V4000M93-0962, 20V4000M93-1358, 20V4000M93L-1267, 20V4000M93L-1644;X00014143;12V4000M70-0154-01.webp, 12V4000M70-0493-01.webp, 16V4000M61-0142-01.webp, 16V4000M61-0646-01.webp, 16V4000M73-0161-01.webp, 16V4000M73-0161-02.webp, 16V4000M73-0515-01.webp, 16V4000M73-0515-02.webp, 16V4000M73-0869-01.webp, 16V4000M73-0869-02.webp, 16V4000M73-1224-01.webp, 16V4000M73-1224-02.webp, 16V4000M73L-0148-01.webp, 16V4000M73L-0148-02.webp, 16V4000M73L-0634-01.webp, 16V4000M73L-0634-02.webp, 16V4000M73L-0979-01.webp, 16V4000M73L-0979-02.webp, 16V4000M73L-1320-01.webp, 16V4000M73L-1320-02.webp, 16V4000M90-0146-01.webp, 20V4000M93-0169-01.webp, 20V4000M93-0169-02.webp, 20V4000M93-0565-01.webp, 20V4000M93-0565-02.webp, 20V4000M93-0961-01.webp, 20V4000M93-0961-02.webp, 20V4000M93-1357-01.webp, 20V4000M93-1357-02.webp, 20V4000M93L-1266-01.webp, 20V4000M93L-1266-02.webp, 20V4000M93L-1643-01.webp, 20V4000M93L-1643-02.webp;12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0154-01-300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0154-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0493-01-300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0493-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0142-01-300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0142-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0646-01-300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0646-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0161-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0161-02.webp
RB-12V4000M40A-000797;20260606.0305;260;ELBOW;12V4000M40A, 16V4000M90;12VM40A, 16VM90;;5260900028;;;NO;111-05;CHARGE AIR COOLING, GERENAL, LEFT SIDE;111 CHARGE AIR COOLING, GERENAL, LEFT SIDE;1.47 KGM;1.47 KGM;;piezas;12V4000M40A-0132, 16V4000M90-0139;X00023232;12V4000M40A-0130-01.webp, 12V4000M40A-0130-02.webp, 12V4000M40A-0131-01.webp, 16V4000M90-0137-01.webp, 16V4000M90-0137-02.webp, 16V4000M90-0138-01.webp;12V4000M40A, 16V4000M90;12VM40A-111, 16VM90-111;;New;5260900028;5260980215;5260980215;https://milu-naval.com/producto/5260980215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0130-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0130-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0131-01-260.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0131-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M90-POS/16V4000M90-0137-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M90-POS/16V4000M90-0137-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M90-POS/16V4000M90-0138-01-260.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M90-POS/16V4000M90-0138-01.webp
RB-16V4000M61-000800;20260606.0305;50;SILENCER AIR INTAKE;16V4000M61, 16V4000M73L;16VM61, 16VM73L;;5260900104;2990124001360;;NO;122-05;AIR INTAKE SILENCER;122 AIR INTAKE SILENCER;2.64 KGM;2.64 KGM;;piezas;16V4000M61-0137, 16V4000M61-0641, 16V4000M73L-0144, 16V4000M73L-0630, 16V4000M73L-0975, 16V4000M73L-1316;X00010987;16V4000M61-0137-01.webp, 16V4000M61-0641-01.webp, 16V4000M73L-0144-01.webp, 16V4000M73L-0630-01.webp, 16V4000M73L-0975-01.webp, 16V4000M73L-1316-01.webp;16V4000M61, 16V4000M73L;16VM61-122, 16VM73L-122;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0137-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0137-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0641-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0641-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0144-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0144-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0630-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0630-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0975-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0975-01.webp
RB-12V4000M40A-000823;20260606.0305;50;SILENCER AIR INTAKE MAR.;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M73, 20V4000M93, 20V4000M93L;12VM40A, 12VM53, 12VM70, 16VM73, 20VM93, 20VM93L;;5260900104 12/16V4000;;;NO;122-05;AIR INTAKE SILENCER;122 AIR INTAKE SILENCER;2,600 KG;2,600 KG;;piezas;12V4000M40A-0140, 12V4000M53-0143, 12V4000M53-0498, 12V4000M70-0149, 12V4000M70-0488, 16V4000M73-0157, 16V4000M73-0511, 16V4000M73-0865, 16V4000M73-1220, 20V4000M93-0164, 20V4000M93-0560, 20V4000M93-0956, 20V4000M93-1352, 20V4000M93L-1262, 20V4000M93L-1639;X00010987;12V4000M40A-0140-01.webp, 12V4000M53-0143-01.webp, 12V4000M53-0498-01.webp, 12V4000M70-0149-01.webp, 12V4000M70-0488-01.webp, 16V4000M73-0157-01.webp, 16V4000M73-0511-01.webp, 16V4000M73-0865-01.webp, 16V4000M73-1220-01.webp, 20V4000M93-0164-01.webp, 20V4000M93-0560-01.webp, 20V4000M93-0956-01.webp, 20V4000M93-1352-01.webp, 20V4000M93L-1262-01.webp, 20V4000M93L-1639-01.webp;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M73, 20V4000M93, 20V4000M93L;12VM40A-122, 12VM53-122, 12VM70-122, 16VM73-122, 20VM93-122, 20VM93L-122;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0140-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0140-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0143-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0143-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0498-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0498-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0149-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0149-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0488-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0488-01.webp
RB-12V4000M40A-000444;20260606.0305;20;TUBE ASM DBL WALL FU EL HP PMP TO LB RAI;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A, 12VM70, 16VM61, 16VM90;;5260900376;4710123856450;;NO;077-05;INJECTION LINE / HP FUEL LINE;77 INJECTION LINE / HP FUEL LINE;2.52 KGM;2.52 KGM;;piezas;12V4000M40A-0092, 12V4000M70-0106, 12V4000M70-0445, 16V4000M61-0090, 16V4000M61-0597, 16V4000M90-0102;070.00058;12V4000M40A-0091-01.webp, 12V4000M40A-0091-02.webp, 12V4000M70-0105-01.webp, 12V4000M70-0105-02.webp, 12V4000M70-0444-01.webp, 12V4000M70-0444-02.webp, 16V4000M61-0089-01.webp, 16V4000M61-0089-02.webp, 16V4000M61-0596-01.webp, 16V4000M61-0596-02.webp, 16V4000M90-0101-01.webp, 16V4000M90-0101-02.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A-77, 12VM70-77, 16VM61-77, 16VM90-77;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0091-01-20.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0091-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0091-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0105-01-20.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0105-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0105-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0444-01-20.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0444-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0444-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0089-01-20.webp
RB-12V4000M40A-000445;20260606.0305;30;TUBE FUEL DBL WALL HP PMP TO RB RAIL;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A, 12VM70, 16VM61, 16VM90;;5260900876;4710123858513;;NO;077-05;INJECTION LINE / HP FUEL LINE;77 INJECTION LINE / HP FUEL LINE;3.021 KGM;3.021 KGM;;piezas;12V4000M40A-0092, 12V4000M70-0106, 12V4000M70-0445, 16V4000M61-0090, 16V4000M61-0597, 16V4000M90-0102;070.00058;12V4000M40A-0091-01.webp, 12V4000M40A-0091-02.webp, 12V4000M70-0105-01.webp, 12V4000M70-0105-02.webp, 12V4000M70-0444-01.webp, 12V4000M70-0444-02.webp, 16V4000M61-0089-01.webp, 16V4000M61-0089-02.webp, 16V4000M61-0596-01.webp, 16V4000M61-0596-02.webp, 16V4000M90-0101-01.webp, 16V4000M90-0101-02.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A-77, 12VM70-77, 16VM61-77, 16VM90-77;;New;5260900876;5240902676;5240902676;https://milu-naval.com/producto/5240902676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0091-01-30.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0091-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0091-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0105-01-30.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0105-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0105-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0444-01-30.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0444-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0444-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0089-01-30.webp
RB-12V4000M70-000953;20260606.0305;140;LEVER;12V4000M70, 16V4000M61, 16V4000M90;12VM70, 16VM61, 16VM90;;5260980026;2990123972989;;NO;;;;0.257 KGM;0.257 KGM;;piezas;12V4000M70-0154, 12V4000M70-0493, 16V4000M61-0142, 16V4000M61-0646, 16V4000M90-0146;X00014143;12V4000M70-0154-01.webp, 12V4000M70-0493-01.webp, 16V4000M61-0142-01.webp, 16V4000M61-0646-01.webp, 16V4000M90-0146-01.webp;12V4000M70, 16V4000M61, 16V4000M90;;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0154-01-140.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0154-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0493-01-140.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0493-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0142-01-140.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0142-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0646-01-140.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0646-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M90-POS/16V4000M90-0146-01-140.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M90-POS/16V4000M90-0146-01.webp
RB-12V4000M40A-000788;20260606.0305;125;FLANGE;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A, 12VM70, 16VM61, 16VM90;;5260980240;4730123858144;;NO;111-05;CHARGE AIR COOLING, GERENAL, LEFT SIDE;111 CHARGE AIR COOLING, GERENAL, LEFT SIDE;0.614 KGM;0.614 KGM;;piezas;12V4000M40A-0131, 12V4000M70-0138, 12V4000M70-0139, 12V4000M70-0477, 12V4000M70-0478, 16V4000M61-0126, 16V4000M61-0630, 16V4000M90-0138, 16V4000M90-0139;X00023232;12V4000M40A-0130-01.webp, 12V4000M40A-0130-02.webp, 12V4000M40A-0131-01.webp, 12V4000M70-0137-01.webp, 12V4000M70-0137-02.webp, 12V4000M70-0138-01.webp, 12V4000M70-0476-01.webp, 12V4000M70-0476-02.webp, 12V4000M70-0477-01.webp, 16V4000M61-0125-01.webp, 16V4000M61-0125-02.webp, 16V4000M61-0126-01.webp, 16V4000M61-0629-01.webp, 16V4000M61-0629-02.webp, 16V4000M61-0630-01.webp, 16V4000M90-0137-01.webp, 16V4000M90-0137-02.webp, 16V4000M90-0138-01.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A-111, 12VM70-110, 16VM61-110, 16VM90-111;;New;5260980240;530SK1383;530SK1383;https://milu-naval.com/producto/530SK1383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0130-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0130-02-125.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0130-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0131-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0137-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0137-02-1350.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0137-02-1900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0137-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0138-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0476-01.webp
